round,weight_category,fighter_a_country,fighter_a,score,method,fighter_b,fighter_b_country,winner,event_name,start_date,end_date
R16,Women -67kg,CHN,GUO Yunfei,15:13,PTF,DUMAR Katherine,COL,GUO Yunfei,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -67kg,SWE,JOHANSSON Elin,17:11,PTF,KOERNDL Vanessa,GER,JOHANSSON Elin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -67kg,UKR,TETEREVIATNYKOVA Tetiana,8:11,PTF,TATAR Nur,TUR,TATAR Nur,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -67kg,CRO,JELIC Matea,2:6,PTF,GBAGBI Ruth,CIV,GBAGBI Ruth,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -67kg,AZE,AZIZOVA Farida,6:6,SUP,BACHMANN Rabia,GER,AZIZOVA Farida,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -67kg,FRA,WIET HENIN Magda,2:12,PTF,MC PHERSON Paige,USA,MC PHERSON Paige,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -67kg,UZB,TURSUNKULOVA Nigora,8:13,PTF,WILLIAMS Lauren,GBR,WILLIAMS Lauren,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -67kg,KOR,HYERI OH,12:3,PTF,BLUFORD Amanda,USA,HYERI OH,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,RUS,POLINA KHAN,0:0,GDP,DUMAR Katherine,COL,DUMAR Katherine,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,UKR,TETEREVIATNYKOVA Tetiana,19:3,PTF,YAKOVLEVA Dar'ya,UKR,TETEREVIATNYKOVA Tetiana,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,CRO,JELIC Matea,20:3,PTF,D'ANGELO Natalia,ITA,JELIC Matea,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,GER,KOERNDL Vanessa,7:4,PTF,KATHERINE ALVARADO,CRC,KOERNDL Vanessa,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,KOR,SEO So-young,10:17,PTF,BACHMANN Rabia,GER,BACHMANN Rabia,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,ESP,CALVAR MARTINEZ Katia,12:23,PTF,WILLIAMS Lauren,GBR,WILLIAMS Lauren,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,RUS,BASHKIROVA Valeriia,4:7,PTF,TURSUNKULOVA Nigora,UZB,TURSUNKULOVA Nigora,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,USA,BLUFORD Amanda,6:4,PTF,ANIKA GODEL-Chelmecka,POL,BLUFORD Amanda,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -67kg,FRA,WIET HENIN Magda,3:2,PTF,TURUTINA Yulia,RUS,WIET HENIN Magda,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Women +67kg,KOR,KIM Bich-na,0:14,PTF,COOK Bianca,GBR,COOK Bianca,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women +67kg,RUS,IVANOVA Olga,0:2,GDP,KIM Bich-na,KOR,KIM Bich-na,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women +67kg,KOR,LEE Dabin,1:6,PTF,COOK Bianca,GBR,COOK Bianca,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women +67kg,CRO,RADOS Iva,11:12,PTF,KIM Bich-na,KOR,KIM Bich-na,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women +67kg,POL,KOWALCZUK Aleksandra,1:6,PTF,COOK Bianca,GBR,COOK Bianca,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women +67kg,CHN,ZHENG Shuyin,4:6,PTF,IVANOVA Olga,RUS,IVANOVA Olga,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women +67kg,KOR,LEE Dabin,3:1,PTF,KUS AYDIN Nafia,TUR,LEE Dabin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,GER,SCHNEIDER Yanna,3:6,PTF,IVANOVA Olga,RUS,IVANOVA Olga,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,RUS,ZHDANOVA Karina,3:7,PTF,KUS AYDIN Nafia,TUR,KUS AYDIN Nafia,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,USA,GALLOWAY Jackie,9:13,PTF,LEE Dabin,KOR,LEE Dabin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,GER,BRANDL Lorena,7:13,PTF,COOK Bianca,GBR,COOK Bianca,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,CRO,RADOS Iva,12:9,PTF,GIACOMINI Laura,ITA,RADOS Iva,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,CHN,ZHENG Shuyin,22:2,PTG,SKAAR Tina,NOR,ZHENG Shuyin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,KOR,KIM Bich-na,7:5,GDP,RESHMIE OOGINK,NED,KIM Bich-na,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women +67kg,POL,KOWALCZUK Aleksandra,22:2,PTF,ZHUNUSSOVA Mereke,KAZ,KOWALCZUK Aleksandra,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,GER,BRANDL Lorena,27:1,PTG,SHAHBAZI Sanaz,USA,BRANDL Lorena,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,CRO,ADAMIC GOLIC Melani,2:28,PTG,LEE Dabin,KOR,LEE Dabin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,GER,SCHNEIDER Yanna,12:10,PTF,MUZYCHKA Olga,RUS,SCHNEIDER Yanna,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,RUS,ZHDANOVA Karina,0:0,WDR,BRAVO HERNANDEZ Jessica Paola,COL,ZHDANOVA Karina,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,NOR,SKAAR Tina,13:9,PTF,MELLIER Maeva,FRA,SKAAR Tina,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,ITA,GIACOMINI Laura,12:11,PTF,KONE Mamina,CIV,GIACOMINI Laura,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,FRA,GRAFFE Anne-Caroline,8:9,PTF,KIM Bich-na,KOR,KIM Bich-na,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women +67kg,KAZ,ZHUNUSSOVA Mereke,13:11,GDP,GALACHO Raphaella,BRA,ZHUNUSSOVA Mereke,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Men -54kg,KOR,KIM TAEHUN,10:6,PTF,HADIPOUR SEIGHALANI Armin,IRI,KIM TAEHUN,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
SF,Men -54kg,ITA,DELL'AQUILA Vito,0:16,PTF,KIM TAEHUN,KOR,KIM TAEHUN,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
SF,Men -54kg,IRI,HADIPOUR SEIGHALANI Armin,23:22,PTF,SAWEKWIHAREE Ramnarong,THA,HADIPOUR SEIGHALANI Armin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -54kg,TUR,DAGDELEN Deniz,7:27,PTG,KIM TAEHUN,KOR,KIM TAEHUN,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -54kg,BRA,ALVES Adriano,1:21,PTG,DELL'AQUILA Vito,ITA,DELL'AQUILA Vito,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -54kg,IRI,HADIPOUR SEIGHALANI Armin,17:9,PTF,LAACHRAOUI Mourad ABDEL M.,BEL,HADIPOUR SEIGHALANI Armin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -54kg,THA,SAWEKWIHAREE Ramnarong,21:13,PTF,RODRIGUEZ Cesar,MEX,SAWEKWIHAREE Ramnarong,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,EGY,NABIL Moaz,9:21,PTF,DAGDELEN Deniz,TUR,DAGDELEN Deniz,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,GBR,HAIDER Hassan,3:28,PTG,KIM TAEHUN,KOR,KIM TAEHUN,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,VIE,QUOC HUNG VO,11:16,PTF,RODRIGUEZ Cesar,MEX,RODRIGUEZ Cesar,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,ITA,DELL'AQUILA Vito,21:1,PTG,GJANA Elord,ALB,DELL'AQUILA Vito,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,IRI,HADIPOUR SEIGHALANI Armin,24:3,PTG,ATMANEGARA Reinaldy,INA,HADIPOUR SEIGHALANI Armin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,ESP,VICENTE YUNTA Adrian,7:15,PTF,ALVES Adriano,BRA,ALVES Adriano,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,GRE,RAPSOMANIKIS Dionysios,5:9,PTF,LAACHRAOUI Mourad ABDEL M.,BEL,LAACHRAOUI Mourad ABDEL M.,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -54kg,THA,SAWEKWIHAREE Ramnarong,22:5,WDR,SGHIR Anas,CAN,SAWEKWIHAREE Ramnarong,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,IRI,HADIPOUR SEIGHALANI Armin,22:15,PTF,DEMSE Solomon,ETH,HADIPOUR SEIGHALANI Armin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,TPE,WANG Chen Yu,0:3,GDP,RODRIGUEZ Cesar,MEX,RODRIGUEZ Cesar,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,INA,ATMANEGARA Reinaldy,13:12,PTF,GRITSENKO Vladimir,RUS,ATMANEGARA Reinaldy,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,TUR,DAGDELEN Deniz,18:8,PTF,LEWIS Bailey,AUS,DAGDELEN Deniz,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,ALB,GJANA Elord,11:8,PTF,KAMA Moustapha,SEN,GJANA Elord,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,GRE,RAPSOMANIKIS Dionysios,20:13,PTF,ESPINOSA Edward,DOM,RAPSOMANIKIS Dionysios,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,AZE,MAGOMEDOV Gashim,10:20,PTF,DELL'AQUILA Vito,ITA,DELL'AQUILA Vito,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,JPN,MATSUI Ryuta,3:29,PTG,KIM TAEHUN,KOR,KIM TAEHUN,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,PUR,NUNEZ Joan,11:13,PTF,HAIDER Hassan,GBR,HAIDER Hassan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,CAN,SGHIR Anas,2:0,GDP,MALCHENKO Taras,UKR,SGHIR Anas,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,IRL,WOOLLEY Jack,17:37,PTG,VICENTE YUNTA Adrian,ESP,VICENTE YUNTA Adrian,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,THA,SAWEKWIHAREE Ramnarong,39:20,PTF,TORILLOS Jenar,PHI,SAWEKWIHAREE Ramnarong,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,BLR,KOKSHYNTSAU Illia,5:9,PTF,ALVES Adriano,BRA,ALVES Adriano,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,VEN,OLAIZOLA Cleiver,6:19,PTF,LAACHRAOUI Mourad ABDEL M.,BEL,LAACHRAOUI Mourad ABDEL M.,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,MDA,DIMITROV Vadim,10:15,PTF,QUOC HUNG VO,VIE,QUOC HUNG VO,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -54kg,EGY,NABIL Moaz,34:21,PTF,ALSAMIH Fahad Samih N,KSA,NABIL Moaz,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,TLS,DIAS MIQUEIAS ALFONSO,10:21,PUN,TORILLOS Jenar,PHI,TORILLOS Jenar,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,MLI,BALLO Adama,10:13,PTF,KAMA Moustapha,SEN,KAMA Moustapha,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,PER,BARRETO backer,13:18,PTF,GJANA Elord,ALB,GJANA Elord,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,LTU,KLEMAS Andrius,16:30,PTF,OLAIZOLA Cleiver,VEN,OLAIZOLA Cleiver,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,SIN,NG Ming Wei,14:26,PTF,DEMSE Solomon,ETH,DEMSE Solomon,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,GHA,ADDO Benson,8:30,PTG,ALVES Adriano,BRA,ALVES Adriano,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,TPE,WANG Chen Yu,30:16,RSC,SAPARGALI Abdirashev,KAZ,WANG Chen Yu,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,TUR,DAGDELEN Deniz,25:1,PTG,TSHITSHILIZA Admire,ZIM,DAGDELEN Deniz,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,EGY,NABIL Moaz,31:20,PTF,ARAUJO Jordy,ECU,NABIL Moaz,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,JPN,MATSUI Ryuta,3:0,GDP,ARIKRISNASAMY Navin,MAS,MATSUI Ryuta,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,COL,HOLGUIN Zamir,3:22,PTF,GRITSENKO Vladimir,RUS,GRITSENKO Vladimir,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,KOS,BERISHA Besfort,5:31,PTG,MALCHENKO Taras,UKR,MALCHENKO Taras,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,CAN,SGHIR Anas,23:3,PTG,ELNOUR Hashim,SUD,SGHIR Anas,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,INA,ATMANEGARA Reinaldy,19:17,PTF,OUYANG Xiongbin,CHN,ATMANEGARA Reinaldy,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,NEP,RAYAMAJHI Tara Kumar,17:39,PTG,ESPINOSA Edward,DOM,ESPINOSA Edward,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,MDA,DIMITROV Vadim,26:10,PTF,RENE-CLAUDE Chinama,FGT,DIMITROV Vadim,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,CIV,DIAKITE Issa,5:25,PTG,LEWIS Bailey,AUS,LEWIS Bailey,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,UZB,BOBOBEKOV Sukhrob,11:14,PTF,VICENTE YUNTA Adrian,ESP,VICENTE YUNTA Adrian,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,PUR,NUNEZ Joan,18:14,PTF,BIN KAREEM ADIM  MOHAMMED,LBA,NUNEZ Joan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,BOT,MOLAODI KITSO TRUE,2:15,PUN,KIM TAEHUN,KOR,KIM TAEHUN,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,USA,TRAN Austin,3:6,PTF,ALSAMIH Fahad Samih N,KSA,ALSAMIH Fahad Samih N,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,IRI,HADIPOUR SEIGHALANI Armin,31:5,PTG,PARASHAR ANSHUMAN,IND,HADIPOUR SEIGHALANI Armin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,AZE,MAGOMEDOV Gashim,17:1,PTF,GEORGES Nakhle,LBN,MAGOMEDOV Gashim,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -54kg,VIE,QUOC HUNG VO,22:14,PTF,CHIOVETTA Daniel,GER,QUOC HUNG VO,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
F,Men -58kg,KOR,JEONG Yun-jo,24:23,PTF,MIKHAIL ARTAMONOV,RUS,JEONG Yun-jo,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
SF,Men -58kg,ESP,TORTOSA CABRERA Jesus,15:25,PUN,MIKHAIL ARTAMONOV,RUS,MIKHAIL ARTAMONOV,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
SF,Men -58kg,MEX,NAVARRO Carlos,3:15,PTF,JEONG Yun-jo,KOR,JEONG Yun-jo,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -58kg,MEX,NAVARRO Carlos,32:18,PTF,TUMENBAYAR MOLOM,MGL,NAVARRO Carlos,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -58kg,TUN,HEDI Neffati,12:16,PTF,TORTOSA CABRERA Jesus,ESP,TORTOSA CABRERA Jesus,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -58kg,RUS,MIKHAIL ARTAMONOV,8:7,PTF,ASHOURZADEH FALLAH Farzan,IRI,MIKHAIL ARTAMONOV,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
QF,Men -58kg,THA,HANPRAB Tawin,15:28,PUN,JEONG Yun-jo,KOR,JEONG Yun-jo,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,GBR,CATER Max,5:16,PTF,JEONG Yun-jo,KOR,JEONG Yun-jo,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,AUS,KHALIL Safwan,6:12,PTF,HEDI Neffati,TUN,HEDI Neffati,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,MEX,NAVARRO Carlos,16:3,PTF,SUZUKI Sergio,JPN,NAVARRO Carlos,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,THA,HANPRAB Tawin,15:14,PTF,DIMITROV Stepan,MDA,HANPRAB Tawin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,UZB,UROLOV Temurbek,6:16,PUN,MIKHAIL ARTAMONOV,RUS,MIKHAIL ARTAMONOV,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,MGL,TUMENBAYAR MOLOM,11:10,PTF,PIE Luis,DOM,TUMENBAYAR MOLOM,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,MAR,LAKEHAL OMAR,15:29,PTF,ASHOURZADEH FALLAH Farzan,IRI,ASHOURZADEH FALLAH Farzan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R16,Men -58kg,GRE,ELEFTHERIOS FAKINOS,13:33,PTG,TORTOSA CABRERA Jesus,ESP,TORTOSA CABRERA Jesus,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,TPE,HUANG CHENG-CHING,2:24,PTG,HEDI Neffati,TUN,HEDI Neffati,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,THA,HANPRAB Tawin,25:4,PTG,BETTE Liam,FGT,HANPRAB Tawin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,GRE,ELEFTHERIOS FAKINOS,17:5,PUN,PALACIOS Francisco José,GUA,ELEFTHERIOS FAKINOS,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,SRB,GLADOVIC Milos,9:16,PTF,TUMENBAYAR MOLOM,MGL,TUMENBAYAR MOLOM,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,KAZ,MUKAMYROV Almas,3:15,PTF,ASHOURZADEH FALLAH Farzan,IRI,ASHOURZADEH FALLAH Farzan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,ISR,HAIMOVITZ Gadi Liel,3:20,PTF,TORTOSA CABRERA Jesus,ESP,TORTOSA CABRERA Jesus,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,MEX,NAVARRO Carlos,12:3,PTF,AL MAHROUQI Mohamed,OMA,NAVARRO Carlos,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,GBR,CATER Max,13:9,PTF,RAFIEI Meisam,ISL,CATER Max,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,BEL,BENSALEH Salaheddine,18:21,PUN,UROLOV Temurbek,UZB,UROLOV Temurbek,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,POL,RODZIK Eryk,8:23,PTF,SUZUKI Sergio,JPN,SUZUKI Sergio,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,AUS,KHALIL Safwan,16:9,PTF,AGOJO Francis Aaron,PHI,KHALIL Safwan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,GER,SEZGIN Abdullatif,12:24,PTF,JEONG Yun-jo,KOR,JEONG Yun-jo,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,VIE,DUY TRINH NGUYEN,8:13,PTF,MIKHAIL ARTAMONOV,RUS,MIKHAIL ARTAMONOV,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,ECU,PERALTA Chester,8:16,PTF,PIE Luis,DOM,PIE Luis,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,MAR,LAKEHAL OMAR,16:5,PUN,PARIHAR Gajendra,IND,LAKEHAL OMAR,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R32,Men -58kg,NGR,ADAMU Isah Abubakar,6:19,PTF,DIMITROV Stepan,MDA,DIMITROV Stepan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,NZL,FRANCOIS Jack,11:16,PTF,BETTE Liam,FGT,BETTE Liam,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,GEO,PAKSASHVILI Badri,1:14,PTF,JEONG Yun-jo,KOR,JEONG Yun-jo,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,MEX,NAVARRO Carlos,20:12,PTF,WU Yichao,CHN,NAVARRO Carlos,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,THA,HANPRAB Tawin,36:6,PTG,BAYKEDAGNE Sisay,ETH,HANPRAB Tawin,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,CYP,NICOLAOU Georgios,2:6,PTF,PALACIOS Francisco José,GUA,PALACIOS Francisco José,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,SRB,GLADOVIC Milos,16:7,PTF,RAMOS Jorge,CHI,GLADOVIC Milos,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,EGY,FARAG Mohamed,10:18,PTF,DIMITROV Stepan,MDA,DIMITROV Stepan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,CIV,KOBENAN Aaron Francois,6:13,PTF,SUZUKI Sergio,JPN,SUZUKI Sergio,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,UKR,POYEDYNOK Igor,19:21,PTF,TUMENBAYAR MOLOM,MGL,TUMENBAYAR MOLOM,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,SUD,SAYED Almostafa,5:25,PTG,ASHOURZADEH FALLAH Farzan,IRI,ASHOURZADEH FALLAH Farzan,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,GRE,ELEFTHERIOS FAKINOS,20:15,PTF,MOLOISANE Jeff Marumo,LES,ELEFTHERIOS FAKINOS,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,PAN,GONZALEZ Victor,0:12,PTF,RAFIEI Meisam,ISL,RAFIEI Meisam,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,QAT,DGHBAS Ahmed,19:28,PTF,HEDI Neffati,TUN,HEDI Neffati,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,BLR,NIKITSENKA Yahor,6:18,PTF,HAIMOVITZ Gadi Liel,ISR,HAIMOVITZ Gadi Liel,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,COL,MOSQUERA ROMAN,15:23,PTF,UROLOV Temurbek,UZB,UROLOV Temurbek,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,CMR,AMOUGOU Antoine Thiery,1:23,PTG,MIKHAIL ARTAMONOV,RUS,MIKHAIL ARTAMONOV,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,STP,COELHO Celcio,6:25,PUN,TORTOSA CABRERA Jesus,ESP,TORTOSA CABRERA Jesus,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,NGR,ADAMU Isah Abubakar,20:27,PUN,MIYAGISHIMA Tyler,USA,ADAMU Isah Abubakar,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,TPE,HUANG CHENG-CHING,6:2,PTF,SOLANO Pablo,CRC,HUANG CHENG-CHING,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
R64,Men -58kg,OMA,AL MAHROUQI Mohamed,16:12,PUN,OBLITAS Luis,PER,AL MAHROUQI Mohamed,Muju 2017 World Taekwondo Championships,2017-06-24,2017-06-30
